IP地址,端口,TLS,数据中心,源IP位置,地区,城市,地区(中文),国家,城市(中文),国旗,网络延迟,下载速度
143.42.55.161,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,251 ms,3597 kB/s
188.166.134.51,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,293 ms,3595 kB/s
37.59.96.50,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,195 ms,3592 kB/s
172.104.250.123,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,237 ms,3589 kB/s
95.217.176.149,8443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,192 ms,3588 kB/s
194.87.31.108,443,true,AMS,DE,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,293 ms,3586 kB/s
51.91.254.173,443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,190 ms,3584 kB/s
95.182.97.146,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,191 ms,3583 kB/s
40.160.14.118,443,true,IAD,US,North America,Ashburn,北美洲,美国,阿什本,🇺🇸,277 ms,3580 kB/s
46.101.97.143,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,260 ms,3577 kB/s
193.176.190.183,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,298 ms,3576 kB/s
46.4.230.8,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,172 ms,3570 kB/s
217.60.36.14,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,179 ms,3568 kB/s
188.165.137.201,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,194 ms,3567 kB/s
51.91.254.99,443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,197 ms,3564 kB/s
103.146.119.191,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,232 ms,3562 kB/s
31.57.62.127,8443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,210 ms,3560 kB/s
172.105.68.51,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,246 ms,3556 kB/s
91.98.75.92,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,199 ms,3556 kB/s
91.99.98.161,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,161 ms,3551 kB/s
194.87.26.132,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,264 ms,3548 kB/s
157.230.103.183,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,243 ms,3546 kB/s
172.104.233.192,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,247 ms,3543 kB/s
193.123.245.87,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,222 ms,3537 kB/s
157.180.38.234,443,true,FRA,FI,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,238 ms,3522 kB/s
31.56.237.247,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,247 ms,3515 kB/s
178.128.198.120,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,256 ms,3509 kB/s
194.87.178.52,443,true,ZRH,DE,Europe,Zurich,欧洲,瑞士,苏黎世,🇨🇭,175 ms,3504 kB/s
37.59.96.47,443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,191 ms,3500 kB/s
45.112.195.250,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,176 ms,3500 kB/s
168.119.166.165,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,173 ms,3499 kB/s
31.56.237.244,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,241 ms,3498 kB/s
45.38.145.156,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,168 ms,3493 kB/s
188.215.31.97,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,235 ms,3485 kB/s
116.203.139.213,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,186 ms,3484 kB/s
109.74.194.220,443,true,LHR,GB,Europe,London,欧洲,英国,伦敦,🇬🇧,302 ms,3484 kB/s
85.10.253.205,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,169 ms,3479 kB/s
51.91.250.218,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,188 ms,3479 kB/s
209.38.36.214,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,285 ms,3476 kB/s
91.107.169.232,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,162 ms,3472 kB/s
54.37.64.98,2053,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,172 ms,3466 kB/s
152.67.64.55,443,true,ZRH,CH,Europe,Zurich,欧洲,瑞士,苏黎世,🇨🇭,249 ms,3459 kB/s
162.19.66.26,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,204 ms,3457 kB/s
68.183.81.81,443,true,BLR,IN,Asia Pacific,Bangalore,亚洲,印度,班加罗尔,🇮🇳,253 ms,3455 kB/s
141.94.205.130,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,172 ms,3454 kB/s
65.109.167.54,443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,195 ms,3450 kB/s
188.215.31.178,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,236 ms,3448 kB/s
46.8.231.5,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,302 ms,3447 kB/s
46.62.166.149,443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,194 ms,3445 kB/s
139.162.177.120,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,241 ms,3444 kB/s
162.19.246.53,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,184 ms,3442 kB/s
45.156.26.163,443,true,DME,RU,Europe,Moscow,欧洲,俄罗斯联邦,莫斯科,🇷🇺,285 ms,3434 kB/s
217.60.38.191,8443,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,320 ms,3432 kB/s
188.166.110.88,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,301 ms,3429 kB/s
95.216.182.196,2083,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,194 ms,3427 kB/s
23.88.32.153,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,173 ms,3426 kB/s
65.21.109.73,443,true,FRA,FI,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,218 ms,3426 kB/s
188.215.31.97,8443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,237 ms,3426 kB/s
91.99.214.52,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,180 ms,3424 kB/s
45.38.145.250,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,3420 kB/s
65.109.220.238,2053,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,199 ms,3420 kB/s
188.215.31.134,8443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,218 ms,3418 kB/s
79.76.56.219,443,true,ARN,SE,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,279 ms,3414 kB/s
8.208.24.19,443,true,LHR,GB,Europe,London,欧洲,英国,伦敦,🇬🇧,295 ms,3413 kB/s
95.182.123.66,443,true,ARN,RU,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,301 ms,3406 kB/s
152.228.134.25,2053,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,237 ms,3404 kB/s
51.91.249.22,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,194 ms,3404 kB/s
40.160.15.49,443,true,IAD,US,North America,Ashburn,北美洲,美国,阿什本,🇺🇸,262 ms,3400 kB/s
31.57.109.54,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,181 ms,3397 kB/s
194.87.222.145,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,284 ms,3394 kB/s
206.189.85.0,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,260 ms,3391 kB/s
93.113.171.210,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,215 ms,3389 kB/s
192.46.234.80,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,259 ms,3384 kB/s
31.56.237.239,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,255 ms,3381 kB/s
91.107.249.146,2083,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,186 ms,3381 kB/s
207.154.192.62,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,252 ms,3380 kB/s
158.178.145.130,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,264 ms,3380 kB/s
138.197.190.105,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,259 ms,3378 kB/s
147.182.150.112,443,true,YYZ,CA,North America,Toronto,北美洲,加拿大,多伦多,🇨🇦,260 ms,3378 kB/s
46.8.228.85,443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,218 ms,3378 kB/s
51.195.40.121,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,188 ms,3377 kB/s
116.203.94.129,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,177 ms,3374 kB/s
51.91.248.157,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,204 ms,3371 kB/s
134.199.203.162,8443,true,ATL,US,North America,Atlanta,北美洲,美国,亚特兰大,🇺🇸,262 ms,3370 kB/s
158.180.73.138,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,280 ms,3345 kB/s
109.74.194.107,443,true,LHR,GB,Europe,London,欧洲,英国,伦敦,🇬🇧,307 ms,3343 kB/s
104.234.50.59,2053,true,IAD,US,North America,Ashburn,北美洲,美国,阿什本,🇺🇸,273 ms,3338 kB/s
47.236.21.74,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,229 ms,3337 kB/s
135.125.182.40,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,193 ms,3337 kB/s
91.107.180.114,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,3336 kB/s
47.250.139.249,443,true,KUL,MY,Asia Pacific,Kuala Lumpur,亚洲,马来西亚,吉隆坡,🇲🇾,237 ms,3335 kB/s
51.91.254.57,443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,180 ms,3325 kB/s
141.94.223.237,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,197 ms,3324 kB/s
209.38.219.245,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,251 ms,3322 kB/s
95.85.45.175,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,287 ms,3320 kB/s
94.130.132.180,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,182 ms,3318 kB/s
152.70.62.53,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,267 ms,3317 kB/s
188.34.161.221,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,3313 kB/s
141.94.223.93,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,185 ms,3306 kB/s
159.69.250.58,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,188 ms,3306 kB/s
31.58.220.246,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,298 ms,3296 kB/s
152.70.59.90,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,218 ms,3293 kB/s
167.17.181.72,443,true,ZRH,DE,Europe,Zurich,欧洲,瑞士,苏黎世,🇨🇭,241 ms,3293 kB/s
46.62.160.159,443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,180 ms,3291 kB/s
51.195.47.225,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,221 ms,3290 kB/s
5.144.182.111,2053,true,LHR,GB,Europe,London,欧洲,英国,伦敦,🇬🇧,203 ms,3286 kB/s
91.107.178.61,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,194 ms,3286 kB/s
91.107.181.215,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,3285 kB/s
51.38.227.72,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,191 ms,3284 kB/s
158.179.174.30,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,247 ms,3284 kB/s
162.19.226.175,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,205 ms,3283 kB/s
91.107.147.191,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,188 ms,3283 kB/s
109.248.162.144,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,264 ms,3282 kB/s
194.87.26.250,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,300 ms,3279 kB/s
51.91.254.57,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,216 ms,3276 kB/s
152.228.134.26,8443,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,255 ms,3275 kB/s
89.19.44.210,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,174 ms,3271 kB/s
51.91.252.174,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,192 ms,3270 kB/s
141.94.220.64,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,187 ms,3269 kB/s
45.156.25.160,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,258 ms,3266 kB/s
95.216.49.153,443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,197 ms,3264 kB/s
185.31.200.45,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,260 ms,3261 kB/s
37.59.96.25,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,202 ms,3259 kB/s
109.248.163.7,8443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,215 ms,3258 kB/s
46.62.148.243,443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,190 ms,3258 kB/s
92.5.228.167,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,224 ms,3254 kB/s
141.94.221.79,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,201 ms,3254 kB/s
51.195.43.174,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,209 ms,3253 kB/s
167.99.183.13,443,true,YYZ,CA,North America,Toronto,北美洲,加拿大,多伦多,🇨🇦,269 ms,3251 kB/s
5.75.237.184,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,190 ms,3249 kB/s
91.107.170.178,2087,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,189 ms,3248 kB/s
172.236.214.70,2087,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,3247 kB/s
195.133.17.18,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,302 ms,3246 kB/s
158.180.49.11,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,199 ms,3245 kB/s
162.19.254.180,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,3244 kB/s
138.199.172.101,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,187 ms,3241 kB/s
31.56.206.215,443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,231 ms,3240 kB/s
195.133.75.188,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,295 ms,3239 kB/s
139.162.149.162,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,567 ms,3236 kB/s
65.109.205.229,443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,206 ms,3232 kB/s
109.74.194.44,443,true,LHR,GB,Europe,London,欧洲,英国,伦敦,🇬🇧,319 ms,3232 kB/s
185.31.200.5,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,296 ms,3226 kB/s
172.104.144.5,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,247 ms,3222 kB/s
128.199.41.142,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,313 ms,3215 kB/s
152.228.135.72,2053,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,186 ms,3214 kB/s
95.182.98.38,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,244 ms,3212 kB/s
91.99.196.79,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,205 ms,3205 kB/s
188.166.134.51,2087,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,312 ms,3202 kB/s
195.133.59.96,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,272 ms,3202 kB/s
45.156.22.52,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,233 ms,3197 kB/s
37.27.15.83,8443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,208 ms,3197 kB/s
188.130.154.212,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,217 ms,3192 kB/s
178.128.194.185,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,261 ms,3191 kB/s
139.162.148.171,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,434 ms,3187 kB/s
135.125.191.89,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,212 ms,3185 kB/s
159.69.250.58,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,170 ms,3184 kB/s
95.217.176.149,2053,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,203 ms,3183 kB/s
152.228.134.41,2053,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,210 ms,3169 kB/s
194.87.208.54,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,285 ms,3166 kB/s
91.107.143.247,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,203 ms,3165 kB/s
152.228.216.172,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,178 ms,3165 kB/s
194.233.175.173,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,242 ms,3163 kB/s
104.248.130.109,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,273 ms,3159 kB/s
185.92.180.35,443,true,MCI,US,North America,Kansas City,北美洲,美国,堪萨斯城,🇺🇸,232 ms,3159 kB/s
5.144.176.149,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,253 ms,3156 kB/s
95.169.162.73,2053,true,WAW,PL,Europe,Warsaw,欧洲,波兰,华沙,🇵🇱,196 ms,3155 kB/s
46.8.229.193,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,296 ms,3155 kB/s
91.107.166.112,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,173 ms,3152 kB/s
40.160.10.31,443,true,IAD,US,North America,Ashburn,北美洲,美国,阿什本,🇺🇸,271 ms,3150 kB/s
104.248.204.120,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,296 ms,3149 kB/s
45.112.195.198,443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,183 ms,3148 kB/s
134.122.100.178,443,true,LHR,GB,Europe,London,欧洲,英国,伦敦,🇬🇧,262 ms,3146 kB/s
192.46.237.206,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,303 ms,3144 kB/s
37.27.92.255,443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,216 ms,3139 kB/s
143.42.55.105,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,245 ms,3139 kB/s
91.107.185.226,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,190 ms,3139 kB/s
88.198.82.145,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,3138 kB/s
143.42.55.132,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,244 ms,3135 kB/s
188.245.46.127,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,158 ms,3132 kB/s
172.104.144.44,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,250 ms,3128 kB/s
91.99.181.245,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,190 ms,3127 kB/s
51.91.254.153,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,203 ms,3124 kB/s
209.38.101.169,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,294 ms,3123 kB/s
162.19.253.192,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,171 ms,3123 kB/s
46.8.237.91,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,203 ms,3120 kB/s
134.122.41.95,443,true,YYZ,CA,North America,Toronto,北美洲,加拿大,多伦多,🇨🇦,270 ms,3115 kB/s
194.87.199.246,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,268 ms,3115 kB/s
46.8.29.164,443,true,ARN,RU,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,283 ms,3115 kB/s
188.245.183.216,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,187 ms,3107 kB/s
45.131.187.61,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,310 ms,3107 kB/s
152.70.123.225,8443,true,SJC,US,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,201 ms,3102 kB/s
91.107.180.190,2083,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,180 ms,3098 kB/s
91.107.181.184,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,186 ms,3093 kB/s
104.234.50.138,2053,true,IAD,US,North America,Ashburn,北美洲,美国,阿什本,🇺🇸,276 ms,3091 kB/s
207.154.235.176,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,250 ms,3091 kB/s
176.58.108.214,443,true,LHR,GB,Europe,London,欧洲,英国,伦敦,🇬🇧,259 ms,3091 kB/s
51.91.254.158,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,188 ms,3090 kB/s
194.87.31.101,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,255 ms,3090 kB/s
162.19.78.179,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,180 ms,3088 kB/s
45.156.27.16,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,206 ms,3088 kB/s
51.91.102.163,2053,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,3086 kB/s
31.57.61.76,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,237 ms,3085 kB/s
91.107.134.182,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,3083 kB/s
91.107.128.148,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,184 ms,3065 kB/s
46.101.109.70,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,244 ms,3064 kB/s
31.56.222.60,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,245 ms,3063 kB/s
91.107.159.12,2087,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,170 ms,3061 kB/s
172.104.155.18,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,241 ms,3060 kB/s
91.107.132.217,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,190 ms,3058 kB/s
46.101.234.88,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,268 ms,3058 kB/s
45.131.183.56,443,true,WAW,PL,Europe,Warsaw,欧洲,波兰,华沙,🇵🇱,225 ms,3056 kB/s
95.216.183.38,2053,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,204 ms,3053 kB/s
31.56.237.238,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,245 ms,3051 kB/s
